subscriber_id,email_domain,plan_type,subscription_start_date,subscription_end_date,is_churned,acquisition_channel,country,device_primary,created_at
fc936414-d744-4d5e-8c7f-4f245727e510,yahoo.com,cooking_only,2025-03-18,2026-02-06,True,email,US,tablet,2025-12-06T03:36:13
cc60555e-5891-4253-86b0-a1359da0359a,edu,bundle_3,2025-04-16,2025-07-17,True,app_store,IN,tablet,2025-12-06T03:49:52
aa25f31c-3a9b-47dc-842a-25112ee54994,icloud.com,bundle_all,2025-05-14,2025-06-03,True,app_store,US,desktop,2025-12-06T12:45:12
bfaa8e6a-75da-4c38-b098-6e047f335d6a,yahoo.com,bundle_all,2025-11-24,,False,organic,US,desktop,2025-12-06T21:38:51
10e35c87-decf-4012-bbdf-4461f4b2cf70,icloud.com,bundle_all,2025-09-21,,False,app_store,US,desktop,2025-12-06T02:32:41
5a95a8ea-7bd1-4ecf-a28c-a373abf28cb5,gmail.com,bundle_3,2026-02-13,2026-02-27,True,paid_search,IN,tablet,2025-12-06T14:45:09
4a9d4974-cf1c-42da-aa03-687994f933d4,edu,bundle_3,2025-12-16,2026-01-26,True,app_store,GB,desktop,2025-12-06T13:52:46
90a6d80d-98fc-4358-a10d-5831f97a4c20,icloud.com,news_only,2025-05-20,2025-07-10,True,paid_search,US,desktop,2025-12-06T18:39:42
d929a4ce-f25f-42cf-9de8-4307a6688bd5,yahoo.com,bundle_3,2024-12-20,2025-06-11,True,paid_search,US,desktop,2025-12-06T10:17:56
2ae1c384-f290-4489-8230-9c7051604bab,yahoo.com,news_only,2025-04-26,2026-01-22,True,organic,US,desktop,2025-12-06T15:35:48
15347f3e-defd-4379-8883-797718f7053c,outlook.com,bundle_all,2025-08-06,2025-12-16,True,organic,US,mobile,2025-12-06T12:44:15
32f11cd4-788c-455d-8d7e-73b6a105d581,edu,bundle_3,2025-09-29,2026-02-24,True,social,US,tablet,2025-12-06T17:21:22
70dc9e56-105b-41d5-9c69-3e1731438722,gmail.com,news_only,2025-04-23,2025-08-26,True,referral,US,mobile,2025-12-06T23:34:48
b7e7c589-70e8-48e7-9b11-4adb71ccb94b,icloud.com,news_only,2025-03-14,2025-11-23,True,referral,US,tablet,2025-12-06T19:18:06
4f441c9d-c2a8-4d5b-896e-81f4cd5c7027,icloud.com,games_only,2025-05-06,2025-08-12,True,organic,GB,mobile,2025-12-06T08:02:03
9e676d0d-9c0b-4f97-a5bf-e45331f5f5f8,outlook.com,news_only,2025-11-28,2026-02-24,True,organic,CA,tablet,2025-12-06T09:30:30
bf92d4f6-9e7d-4a87-8b85-abd5eae66eba,outlook.com,bundle_3,2025-03-10,2025-07-24,True,organic,CA,desktop,2025-12-06T15:04:36
2f61da84-eeb0-4e2d-a357-8be86dd0043f,edu,news_only,2025-01-02,2026-02-28,True,social,US,mobile,2025-12-06T03:35:48
c0764b67-5bde-4b6c-bfad-f12d3e002fdc,edu,bundle_3,2025-10-07,2025-12-10,True,paid_search,US,desktop,2025-12-06T09:55:37
006544ad-4b54-4a13-955f-5147239d8fcf,edu,athletic_only,2025-05-11,2025-06-17,True,referral,US,mobile,2025-12-06T20:13:16
87de6f21-14b7-46cf-b1c4-3b957567cebd,gmail.com,news_only,2025-02-24,2025-12-10,True,email,US,desktop,2025-12-06T22:38:30
3fef229c-9a42-414a-b68e-2e4b86d75a89,outlook.com,bundle_all,2025-04-03,2025-09-01,True,organic,US,desktop,2025-12-06T20:37:42
e451e1fd-8c23-4c2e-9a01-e91f0722848d,yahoo.com,games_only,2025-03-17,2025-12-27,True,referral,US,desktop,2025-12-06T04:04:03
4092adf9-7b92-465d-953a-55069f666dd8,icloud.com,bundle_all,2025-05-12,2026-03-06,True,paid_search,US,tablet,2025-12-06T09:44:25
ad0e8800-a45a-483e-8c57-f35e3d7f4a94,gmail.com,cooking_only,2025-08-19,2025-12-16,True,app_store,US,desktop,2025-12-06T23:20:38
987c4236-0282-4965-9f8d-0c4ed12b28ae,edu,bundle_all,2025-01-21,2026-01-08,True,app_store,IN,tablet,2025-12-06T08:36:02
1303b292-27e5-481a-a284-cb7400d16abc,outlook.com,games_only,2025-03-05,2026-02-08,True,social,US,tablet,2025-12-06T13:40:52
1e12d1fd-8290-4f85-9853-56efd86e7b1f,icloud.com,bundle_3,2025-01-21,2025-08-25,True,social,US,mobile,2025-12-06T10:26:44
e82f2c2b-e44d-4afe-9854-379316881adc,edu,bundle_3,2025-11-10,2026-03-01,True,organic,US,desktop,2025-12-06T08:20:07
b91de02f-236d-4d6c-8efd-c3b2b270e875,gmail.com,athletic_only,2025-06-30,2026-02-03,True,referral,CA,desktop,2025-12-06T13:03:12
6830a1a2-14eb-4e5f-a047-4d52c6071b1e,gmail.com,news_only,2025-10-20,2026-02-17,True,email,US,mobile,2025-12-06T09:28:56
f979c9c5-a314-4541-b564-40473dd7c385,edu,news_only,2025-02-06,2026-01-01,True,email,GB,desktop,2025-12-06T17:00:35
76310a2f-a2a8-48eb-bf00-f9e895c20225,outlook.com,bundle_3,2025-03-31,2025-06-04,True,organic,US,mobile,2025-12-06T15:59:45
38ed4631-efb2-4ab3-b5b1-c3397528589b,outlook.com,bundle_all,2025-12-02,2026-02-08,True,email,US,mobile,2025-12-06T12:12:58
fd5115cf-d8eb-4fa9-8014-c4f092dfad38,icloud.com,news_only,2025-12-23,2026-01-07,True,paid_search,US,tablet,2025-12-06T08:52:00
11a3f19f-aeae-488f-8da1-6c484036bb1c,edu,bundle_all,2025-05-07,,False,referral,US,mobile,2025-12-06T14:34:30
b696ae2f-4580-4a2c-a983-4661ecba4412,outlook.com,bundle_3,2025-09-14,2025-12-26,True,social,CA,tablet,2025-12-06T07:36:24
b41f95da-c3cf-4e45-b867-7c670ea4b0e6,outlook.com,bundle_all,2026-01-07,2026-02-03,True,referral,AU,desktop,2025-12-06T12:42:50
eaa3865b-f2c2-420d-84ed-691ac5b7eb34,yahoo.com,games_only,2025-02-21,2025-03-18,True,app_store,IN,desktop,2025-12-06T03:55:54
b4857c50-d4f8-4d99-8fef-b412def10e5a,yahoo.com,bundle_3,2025-09-01,2025-09-11,True,paid_search,CA,mobile,2025-12-06T02:30:50
be6a9cd2-98eb-4cef-a918-f8c1a588e045,gmail.com,athletic_only,2025-05-28,2025-12-24,True,social,CA,tablet,2025-12-06T12:20:40
7439a097-116f-426b-af38-a1627c157015,gmail.com,news_only,2025-12-29,2026-02-08,True,app_store,US,tablet,2025-12-06T21:58:18
9298fc07-e3e0-4a76-84c0-ab47a680cb68,gmail.com,athletic_only,2025-12-23,2026-01-11,True,paid_search,US,desktop,2025-12-06T00:02:20
449bf1d4-7b8d-4337-8f8e-61c7a206df0d,yahoo.com,games_only,2025-05-05,2025-12-18,True,email,US,tablet,2025-12-06T21:50:11
4d0da211-536d-4714-8e62-b72ade1d3675,edu,bundle_all,2025-01-15,2025-08-05,True,referral,US,tablet,2025-12-06T04:14:29
7b7e461f-94a0-420e-89ed-32bd91847e4f,outlook.com,news_only,2025-07-29,2025-08-07,True,social,US,mobile,2025-12-06T02:28:22
4f114b67-589f-4a8a-8a21-3b63a304eb13,icloud.com,athletic_only,2025-05-08,2025-12-18,True,paid_search,CA,mobile,2025-12-06T12:54:30
eb255742-447d-45b6-8562-4b19aa68a316,icloud.com,bundle_all,2025-06-19,2025-11-20,True,referral,US,tablet,2025-12-06T12:17:00
69c815bc-efd4-4fa4-b3d5-c2a629bc4df1,edu,news_only,2025-11-22,2025-12-05,True,referral,US,desktop,2025-12-06T07:38:51
a59d8820-d1da-4e67-89e5-0b2e06b54522,yahoo.com,bundle_3,2025-10-27,2025-12-05,True,referral,US,tablet,2025-12-06T20:02:19
4b9d83b8-3ee1-4d31-9e4d-0ba435d51c8f,yahoo.com,games_only,2024-12-23,2026-01-08,True,organic,AU,desktop,2025-12-06T23:26:11
9edffa4d-0d09-4c12-84e0-7df0eaab087f,edu,bundle_all,2026-01-12,2026-02-11,True,app_store,AU,mobile,2025-12-06T08:58:52
4dbd2324-cd5a-4576-9d0d-1920ff67bcab,gmail.com,cooking_only,2026-01-22,2026-02-19,True,paid_search,IN,mobile,2025-12-06T07:55:43
0785417a-5d26-4b10-88bc-9cdebe0ede94,edu,news_only,2025-06-27,2026-01-25,True,social,US,desktop,2025-12-06T00:16:34
b5c6b096-4a53-422c-89f3-a7ce32a7bfac,edu,bundle_all,2025-06-12,2025-10-31,True,paid_search,CA,desktop,2025-12-06T03:43:14
dd297360-9a74-426a-a739-39b9ba0f313f,edu,bundle_3,2025-10-19,2026-01-17,True,email,US,tablet,2025-12-06T14:58:44
b3cc43f1-92e4-48f6-8ccb-e4e92a53a65c,gmail.com,bundle_3,2025-07-03,2025-07-21,True,social,IN,mobile,2025-12-06T03:15:56
4bf07218-2768-45cc-b780-7e5e5971c48e,edu,news_only,2025-06-22,2025-12-17,True,paid_search,US,tablet,2025-12-06T04:56:26
842bf801-2553-4891-b062-90389ec8323a,icloud.com,news_only,2026-02-05,2026-02-25,True,organic,US,mobile,2025-12-06T14:28:15
f83645fc-a81d-4636-9329-2b94b08ea78e,edu,games_only,2025-01-25,2025-08-08,True,referral,US,desktop,2025-12-06T08:12:07
a746f40a-a2ae-43e0-8f29-b7dda8adfa01,yahoo.com,cooking_only,2026-01-31,2026-02-28,True,referral,US,mobile,2025-12-06T01:50:21
ece65fc7-7687-47ef-8687-4038dc47a5e6,yahoo.com,bundle_all,2025-02-08,,False,organic,CA,tablet,2025-12-06T06:37:13
723f49c7-03f0-473d-bbfa-390d4ad26d4c,edu,games_only,2025-04-04,2025-06-25,True,organic,US,mobile,2025-12-06T04:34:16
496f6e29-c74c-4189-a79b-a52fbd867f7a,yahoo.com,games_only,2025-01-31,2025-02-20,True,organic,US,mobile,2025-12-06T18:20:01
1512ae5b-33b3-4654-91a8-78a9c1c45fa3,edu,bundle_all,2025-01-01,2025-08-11,True,organic,GB,desktop,2025-12-06T14:49:23
0964c688-6936-402d-80bd-03ab2a9fe684,edu,news_only,2025-01-30,2025-05-30,True,organic,GB,tablet,2025-12-06T16:19:29
d9be0585-0970-4938-a194-2bf3dfb97c51,outlook.com,news_only,2024-12-21,2025-08-30,True,paid_search,US,desktop,2025-12-06T22:58:28
7de230d2-e316-4042-963a-ac01744ce6a1,gmail.com,bundle_all,2025-01-16,2025-04-08,True,email,US,tablet,2025-12-06T18:35:45
d1fc4330-e1df-4c54-9e01-0f4c9d53fb30,edu,bundle_3,2025-10-07,2026-02-07,True,app_store,US,tablet,2025-12-06T03:54:41
e032dde4-deeb-4c49-8173-9b4f0371d491,yahoo.com,news_only,2026-01-03,2026-03-06,True,paid_search,US,mobile,2025-12-06T13:21:52
bbe75c30-914d-466a-bd38-4e584d0d2894,outlook.com,bundle_3,2025-07-06,2025-10-01,True,social,US,desktop,2025-12-06T04:43:59
afb76488-7881-43f1-bb3f-128b56210fef,outlook.com,bundle_3,2025-01-21,2025-03-16,True,organic,GB,desktop,2025-12-06T04:35:03
5e67869f-c21f-47a8-b561-49024b19472a,outlook.com,news_only,2025-09-19,2025-10-27,True,social,CA,desktop,2025-12-06T23:03:18
460fa458-7bc4-46ff-95e6-047a59ce8724,yahoo.com,news_only,2025-06-04,2026-02-25,True,email,US,mobile,2025-12-06T03:22:54
3056e74c-87f6-465f-978f-084bf129565b,yahoo.com,news_only,2025-02-02,2025-11-29,True,paid_search,CA,tablet,2025-12-06T19:43:41
806edec2-a571-46cd-b7ae-2c55283a5f35,gmail.com,news_only,2025-10-13,2025-12-27,True,email,US,desktop,2025-12-06T10:22:00
caacf54c-aee3-47bf-b533-a676dfc9c046,gmail.com,bundle_all,2025-02-17,2025-09-17,True,email,GB,mobile,2025-12-06T02:47:33
01269208-6fad-4afd-a350-5e4394b7086e,icloud.com,bundle_all,2025-07-08,2025-08-24,True,social,GB,tablet,2025-12-06T19:05:56
ae853a79-8940-432e-9db7-fc8851fa8a8d,gmail.com,bundle_all,2025-02-24,,False,referral,US,desktop,2025-12-06T21:27:31
804dd85c-4934-4dda-b402-6ae0acd70486,edu,news_only,2025-07-06,2026-01-22,True,organic,US,mobile,2025-12-06T09:43:43
0f1e4707-77f6-4282-aa99-fb78ff4c9269,yahoo.com,news_only,2025-09-01,2025-09-19,True,paid_search,IN,mobile,2025-12-06T00:13:19
9ee4b8e5-70ac-48e4-9a53-c5671cf2360f,icloud.com,cooking_only,2026-01-02,2026-01-25,True,social,US,desktop,2025-12-06T23:27:11
6a235406-b420-4915-b618-3a14b842d038,edu,bundle_all,2025-09-04,2026-01-17,True,referral,CA,mobile,2025-12-06T12:55:47
41903f14-3f3f-4f36-8084-71f90c058397,icloud.com,bundle_all,2024-12-15,2025-01-30,True,app_store,US,desktop,2025-12-06T22:40:26
4b108089-4d38-4e6b-87cb-b5c4f2437d0c,yahoo.com,bundle_all,2025-07-01,2025-09-29,True,app_store,US,tablet,2025-12-06T11:05:27
c05c0e09-3efe-44b7-a76c-4e7a20870040,edu,games_only,2025-04-09,2025-11-07,True,organic,US,desktop,2025-12-06T23:21:14
aff6493b-87a2-4e4b-8206-8d41054d2d5a,gmail.com,bundle_3,2025-03-02,2026-01-27,True,app_store,US,desktop,2025-12-06T11:46:52
232eb92f-c322-4488-920a-4ff92f95d772,icloud.com,news_only,2025-02-19,2025-05-11,True,email,US,mobile,2025-12-06T20:04:11
ff38b574-6c42-4e1a-af4d-d6d5d56d9f74,edu,athletic_only,2025-10-23,2026-02-21,True,referral,US,tablet,2025-12-06T10:55:40
f532403c-4211-44d5-ad37-323b7aa76011,icloud.com,bundle_3,2025-07-19,2025-11-16,True,social,US,desktop,2025-12-06T16:04:19
2d0ce730-0cc9-48c3-8271-5250d9c83507,icloud.com,bundle_3,2024-12-25,2026-03-02,True,organic,US,mobile,2025-12-06T19:38:32
15c039f2-7fce-4d40-9c4a-f917da7abaa9,outlook.com,bundle_3,2025-09-29,2025-10-16,True,app_store,US,desktop,2025-12-06T19:30:32
5178b98c-87f7-4607-b9d8-0b88d953281a,icloud.com,bundle_all,2025-01-06,2026-03-04,True,referral,US,tablet,2025-12-06T05:02:15
f101724b-5a0a-436f-84b2-3f11ab2c6226,yahoo.com,news_only,2025-07-18,2025-12-28,True,social,US,desktop,2025-12-06T12:26:49
ca76cee4-e277-48f3-adc7-f794b53cce8d,gmail.com,bundle_3,2025-10-08,2026-01-08,True,social,US,tablet,2025-12-06T12:18:16
d332c139-18e2-421a-bf08-97979fdc9a11,yahoo.com,news_only,2025-11-07,2026-01-30,True,social,US,tablet,2025-12-06T04:58:22
7bede897-adc0-48d0-9266-ea9d5063d9f1,yahoo.com,bundle_3,2025-11-06,2026-01-02,True,app_store,GB,mobile,2025-12-06T09:35:24
40624e2d-cbfa-4dbf-bc20-6ae2ce1df044,gmail.com,news_only,2025-05-23,2026-02-23,True,referral,US,tablet,2025-12-06T11:01:23
d8fcb9b6-a943-4c40-93f9-48cae0c48366,yahoo.com,bundle_3,2025-03-25,2025-12-05,True,email,IN,mobile,2025-12-06T02:18:54
af0bc2ab-49e5-4246-85b6-efd1b9d632e6,edu,games_only,2025-08-22,2026-03-06,True,organic,US,tablet,2025-12-06T04:38:24
f18b6efe-ee09-4e18-b028-cfbca2de6656,edu,bundle_all,2025-03-08,,False,email,GB,mobile,2025-12-06T13:23:43
f632aed7-ad6b-440f-856a-dbee4de383ee,outlook.com,news_only,2025-07-21,2026-02-05,True,email,US,desktop,2025-12-06T15:57:53
9ee39052-596f-4ee9-844c-044e98ba083a,outlook.com,bundle_all,2025-11-18,,False,paid_search,GB,desktop,2025-12-06T16:33:26
62cf05b2-60ad-42dc-a5a9-053c792d484f,yahoo.com,athletic_only,2026-01-28,2026-02-23,True,social,US,desktop,2025-12-06T11:35:59
44b99068-a608-4a83-a6cf-ec4b92d81dd9,icloud.com,bundle_all,2026-02-12,2026-02-22,True,organic,GB,desktop,2025-12-06T14:57:32
ce5d39cf-4c2c-4308-ba16-64ccc5ba2fbe,outlook.com,bundle_all,2025-07-17,2025-09-18,True,social,AU,desktop,2025-12-06T01:25:32
94f9c755-6387-4486-af0f-f13b8f2ed082,yahoo.com,bundle_3,2025-06-21,2025-10-01,True,organic,US,mobile,2025-12-06T22:41:21
000b728d-06f7-4082-8fb8-c1dd177d1bc0,yahoo.com,games_only,2025-02-14,2025-10-20,True,referral,US,tablet,2025-12-06T00:57:05
bb5b288d-3186-4b16-be4f-3ccfea6cf31f,edu,bundle_all,2025-03-26,,False,referral,US,desktop,2025-12-06T03:49:18
0457a73f-2846-4e50-8319-d0534339a9b6,edu,bundle_all,2025-02-06,2025-09-15,True,paid_search,US,desktop,2025-12-06T19:34:01
3ecf8c38-ea58-461e-aae7-ff3028f33fdc,icloud.com,news_only,2025-09-26,2025-11-08,True,paid_search,US,desktop,2025-12-06T07:36:26
8f61ed5b-0950-493a-8e8b-8754f1a779cb,gmail.com,bundle_all,2025-11-13,2026-01-05,True,app_store,US,tablet,2025-12-06T17:01:24
1900aabc-3441-4715-8efc-b7d7cbd02def,icloud.com,cooking_only,2024-12-28,2025-07-14,True,referral,US,mobile,2025-12-06T11:15:46
6b3ead5e-a340-4cfc-910e-7bada371c665,icloud.com,news_only,2025-01-28,2026-02-15,True,email,US,tablet,2025-12-06T10:52:41
3ecdfedb-1b54-4f99-ba0b-509bcaae3bbb,outlook.com,bundle_all,2026-01-08,2026-02-28,True,referral,US,mobile,2025-12-06T02:45:49
f588fc8f-b2fd-4de7-97f4-c3f15d69a82c,yahoo.com,cooking_only,2024-12-24,2025-01-22,True,organic,US,desktop,2025-12-06T16:25:52
4b21addd-88de-439f-85c8-afc1b79439ad,icloud.com,news_only,2025-04-14,2025-07-27,True,social,CA,mobile,2025-12-06T20:21:17
fb68be1f-0952-4dce-bc83-4d432194ffa9,outlook.com,bundle_all,2025-06-12,2026-01-09,True,paid_search,US,mobile,2025-12-06T15:44:31
